 connect:0.009568s pretransfer:0.009723s starttransfer:0.014244s total:0.014389
 connect:0.025031s pretransfer:0.025158s starttransfer:0.029289s total:0.029416
 connect:0.021105s pretransfer:0.021255s starttransfer:0.029310s total:0.029564
 connect:0.025725s pretransfer:0.025964s starttransfer:0.031376s total:0.031612
 connect:0.035910s pretransfer:0.036083s starttransfer:0.041603s total:0.041737
 connect:0.036801s pretransfer:0.036961s starttransfer:0.049067s total:0.049202
 connect:0.031686s pretransfer:0.031830s starttransfer:0.039293s total:0.039435
 connect:0.044913s pretransfer:0.045070s starttransfer:0.052607s total:0.052762
 connect:0.030553s pretransfer:0.030726s starttransfer:0.038008s total:0.038155
 connect:0.027581s pretransfer:0.027698s starttransfer:0.034531s total:0.034798
 connect:0.050816s pretransfer:0.051022s starttransfer:0.057606s total:0.057780
 connect:0.007739s pretransfer:0.007912s starttransfer:0.017155s total:0.017423
 connect:0.043615s pretransfer:0.043779s starttransfer:0.051905s total:0.052070
 connect:0.028889s pretransfer:0.029031s starttransfer:0.035472s total:0.035664
 connect:0.034157s pretransfer:0.034346s starttransfer:0.042565s total:0.042694
 connect:0.039825s pretransfer:0.040008s starttransfer:0.048128s total:0.048274
 connect:0.024351s pretransfer:0.024504s starttransfer:0.031594s total:0.031767
 connect:0.033860s pretransfer:0.034002s starttransfer:0.040286s total:0.040620
 connect:0.039332s pretransfer:0.039477s starttransfer:0.046183s total:0.046369
 connect:0.033477s pretransfer:0.033631s starttransfer:0.039657s total:0.039807
 connect:0.028328s pretransfer:0.028458s starttransfer:0.034103s total:0.034253
 connect:0.032650s pretransfer:0.032774s starttransfer:0.038595s total:0.038891
 connect:0.033374s pretransfer:0.033534s starttransfer:0.038381s total:0.038509
 connect:0.046878s pretransfer:0.047109s starttransfer:0.053081s total:0.053231
 connect:0.040304s pretransfer:0.040503s starttransfer:0.047855s total:0.048035
 connect:0.047265s pretransfer:0.047426s starttransfer:0.054108s total:0.054283
 connect:0.028760s pretransfer:0.028877s starttransfer:0.032894s total:0.033028
 connect:0.025326s pretransfer:0.025467s starttransfer:0.029146s total:0.029269
 connect:0.027986s pretransfer:0.028150s starttransfer:0.034499s total:0.034642
 connect:0.019907s pretransfer:0.020022s starttransfer:0.023396s total:0.023516
 connect:0.027037s pretransfer:0.027160s starttransfer:0.031335s total:0.031483
 connect:0.028059s pretransfer:0.028165s starttransfer:0.034301s total:0.034486
 connect:0.023790s pretransfer:0.023916s starttransfer:0.027576s total:0.027711
 connect:0.029840s pretransfer:0.030013s starttransfer:0.036392s total:0.036568
 connect:0.024655s pretransfer:0.024786s starttransfer:0.030299s total:0.030450
 connect:0.031513s pretransfer:0.031621s starttransfer:0.036940s total:0.037052
 connect:0.028147s pretransfer:0.028294s starttransfer:0.031143s total:0.031303
 connect:0.021483s pretransfer:0.021606s starttransfer:0.025040s total:0.025171
 connect:0.038751s pretransfer:0.038885s starttransfer:0.043876s total:0.044031
 connect:0.032714s pretransfer:0.032851s starttransfer:0.037245s total:0.037406
 connect:0.026650s pretransfer:0.026755s starttransfer:0.030064s total:0.030240
 connect:0.031292s pretransfer:0.031396s starttransfer:0.035717s total:0.035844
 connect:0.026479s pretransfer:0.026594s starttransfer:0.033186s total:0.033358
 connect:0.030165s pretransfer:0.030328s starttransfer:0.038552s total:0.038686
 connect:0.037516s pretransfer:0.037680s starttransfer:0.044538s total:0.044716
 connect:0.029992s pretransfer:0.030160s starttransfer:0.036085s total:0.036238
 connect:0.044891s pretransfer:0.045046s starttransfer:0.049156s total:0.049290
 connect:0.045512s pretransfer:0.045676s starttransfer:0.051195s total:0.051328
 connect:0.030897s pretransfer:0.031210s starttransfer:0.037652s total:0.037824
 connect:0.032538s pretransfer:0.032684s starttransfer:0.044706s total:0.044837
 connect:0.043766s pretransfer:0.043970s starttransfer:0.050786s total:0.050985
 connect:0.038467s pretransfer:0.038609s starttransfer:0.048346s total:0.048492
 connect:0.055016s pretransfer:0.055181s starttransfer:0.064813s total:0.065000
 connect:0.039771s pretransfer:0.039911s starttransfer:0.050296s total:0.050542
 connect:0.040546s pretransfer:0.040677s starttransfer:0.057572s total:0.057723
 connect:0.012157s pretransfer:0.012324s starttransfer:0.024220s total:0.024354
 connect:0.034117s pretransfer:0.034258s starttransfer:0.046404s total:0.046550
 connect:0.034532s pretransfer:0.035058s starttransfer:0.047422s total:0.047564
 connect:0.033672s pretransfer:0.033835s starttransfer:0.043022s total:0.043171
 connect:0.031137s pretransfer:0.031290s starttransfer:0.037227s total:0.037389
 connect:0.041769s pretransfer:0.042094s starttransfer:0.052947s total:0.053108
 connect:0.024365s pretransfer:0.024502s starttransfer:0.028912s total:0.029070
 connect:0.028438s pretransfer:0.028558s starttransfer:0.035164s total:0.035353
 connect:0.028809s pretransfer:0.029077s starttransfer:0.040250s total:0.040383
 connect:0.037053s pretransfer:0.037229s starttransfer:0.043577s total:0.043730
 connect:0.030289s pretransfer:0.030576s starttransfer:0.039914s total:0.040162
 connect:0.022399s pretransfer:0.022582s starttransfer:0.030082s total:0.030241
 connect:0.025455s pretransfer:0.025582s starttransfer:0.030116s total:0.030264
 connect:0.029364s pretransfer:0.029494s starttransfer:0.033921s total:0.034104
 connect:0.030177s pretransfer:0.030310s starttransfer:0.033528s total:0.033748
 connect:0.030738s pretransfer:0.030900s starttransfer:0.039297s total:0.039477
 connect:0.029948s pretransfer:0.030096s starttransfer:0.033962s total:0.034083
 connect:0.031217s pretransfer:0.031376s starttransfer:0.039541s total:0.039697
 connect:0.026675s pretransfer:0.026839s starttransfer:0.031081s total:0.031246
 connect:0.026152s pretransfer:0.026317s starttransfer:0.032937s total:0.033091
 connect:0.023831s pretransfer:0.023934s starttransfer:0.029059s total:0.029217
 connect:0.038095s pretransfer:0.038200s starttransfer:0.042463s total:0.042608
 connect:0.023370s pretransfer:0.023481s starttransfer:0.028477s total:0.028602
 connect:0.027121s pretransfer:0.027347s starttransfer:0.031074s total:0.031199
 connect:0.054041s pretransfer:0.054175s starttransfer:0.061238s total:0.061538
 connect:0.027533s pretransfer:0.027758s starttransfer:0.033921s total:0.034069
 connect:0.039136s pretransfer:0.039330s starttransfer:0.045485s total:0.045617
 connect:0.165754s pretransfer:0.165877s starttransfer:0.171603s total:0.171763
 connect:0.027868s pretransfer:0.027988s starttransfer:0.034342s total:0.034476
 connect:0.031442s pretransfer:0.031579s starttransfer:0.046309s total:0.046499
 connect:0.037850s pretransfer:0.038007s starttransfer:0.049004s total:0.049173
 connect:0.044673s pretransfer:0.044847s starttransfer:0.052735s total:0.052916
 connect:0.039095s pretransfer:0.039221s starttransfer:0.043869s total:0.044021
 connect:0.034362s pretransfer:0.034516s starttransfer:0.042393s total:0.042544
 connect:0.033301s pretransfer:0.033447s starttransfer:0.039562s total:0.039723
 connect:0.024066s pretransfer:0.024232s starttransfer:0.031217s total:0.031394
 connect:0.030618s pretransfer:0.030737s starttransfer:0.041152s total:0.041338
 connect:0.028789s pretransfer:0.028970s starttransfer:0.035479s total:0.035716
 connect:0.030009s pretransfer:0.030128s starttransfer:0.039260s total:0.039427
 connect:0.050199s pretransfer:0.050351s starttransfer:0.060302s total:0.060468
 connect:0.038624s pretransfer:0.038776s starttransfer:0.046104s total:0.046251
 connect:0.041865s pretransfer:0.042100s starttransfer:0.055844s total:0.056340
 connect:0.024846s pretransfer:0.025003s starttransfer:0.029706s total:0.029845
 connect:0.030359s pretransfer:0.030611s starttransfer:0.043241s total:0.043481
 connect:0.029931s pretransfer:0.030112s starttransfer:0.036801s total:0.036965
 connect:0.032097s pretransfer:0.032243s starttransfer:0.041217s total:0.041383
 connect:0.024836s pretransfer:0.024988s starttransfer:0.030458s total:0.030607
 connect:0.026068s pretransfer:0.026188s starttransfer:0.033194s total:0.033331
 connect:0.030653s pretransfer:0.030788s starttransfer:0.040103s total:0.040295
 connect:0.031863s pretransfer:0.032109s starttransfer:0.043580s total:0.043813
 connect:0.035244s pretransfer:0.035433s starttransfer:0.049356s total:0.049511
 connect:0.047627s pretransfer:0.047780s starttransfer:0.051514s total:0.051680
 connect:0.024335s pretransfer:0.024451s starttransfer:0.029721s total:0.029856
 connect:0.022503s pretransfer:0.022633s starttransfer:0.025847s total:0.025967
 connect:0.027521s pretransfer:0.027654s starttransfer:0.031988s total:0.032109
 connect:0.028097s pretransfer:0.028204s starttransfer:0.031533s total:0.031652
 connect:0.028774s pretransfer:0.028887s starttransfer:0.032883s total:0.033008
 connect:0.030237s pretransfer:0.030398s starttransfer:0.034478s total:0.034640
 connect:0.024664s pretransfer:0.024787s starttransfer:0.030447s total:0.030589
 connect:0.025950s pretransfer:0.026085s starttransfer:0.035368s total:0.035514
 connect:0.021709s pretransfer:0.021866s starttransfer:0.025379s total:0.025498
 connect:0.024195s pretransfer:0.024361s starttransfer:0.030883s total:0.031007
 connect:0.029837s pretransfer:0.029964s starttransfer:0.035878s total:0.036035
 connect:0.025032s pretransfer:0.025140s starttransfer:0.028822s total:0.028939
 connect:0.027969s pretransfer:0.028131s starttransfer:0.032909s total:0.033055
 connect:0.027186s pretransfer:0.027374s starttransfer:0.031046s total:0.031170
 connect:0.023632s pretransfer:0.023784s starttransfer:0.028885s total:0.029070
 connect:0.023406s pretransfer:0.023525s starttransfer:0.029030s total:0.029156
 connect:0.034084s pretransfer:0.034189s starttransfer:0.040147s total:0.040291
 connect:0.049307s pretransfer:0.049422s starttransfer:0.056961s total:0.057088
 connect:0.024431s pretransfer:0.024604s starttransfer:0.036767s total:0.036979
 connect:0.036479s pretransfer:0.036638s starttransfer:0.045076s total:0.045243
 connect:0.035687s pretransfer:0.035855s starttransfer:0.045402s total:0.045562
 connect:0.030838s pretransfer:0.030987s starttransfer:0.037295s total:0.037472
 connect:0.030475s pretransfer:0.030627s starttransfer:0.039603s total:0.039752
 connect:0.021897s pretransfer:0.022017s starttransfer:0.026700s total:0.026838
 connect:0.028950s pretransfer:0.029108s starttransfer:0.040317s total:0.040518
 connect:0.025939s pretransfer:0.026124s starttransfer:0.032630s total:0.032791
 connect:0.027519s pretransfer:0.027678s starttransfer:0.036569s total:0.036717
 connect:0.048222s pretransfer:0.048380s starttransfer:0.055575s total:0.055739
 connect:0.034190s pretransfer:0.034309s starttransfer:0.043250s total:0.043526
 connect:0.029930s pretransfer:0.030085s starttransfer:0.034605s total:0.034729
 connect:0.020728s pretransfer:0.020870s starttransfer:0.025446s total:0.025616
 connect:0.046001s pretransfer:0.046138s starttransfer:0.058597s total:0.058775
 connect:0.038902s pretransfer:0.039081s starttransfer:0.047916s total:0.048180
 connect:0.038270s pretransfer:0.038477s starttransfer:0.048790s total:0.048917
 connect:0.029362s pretransfer:0.029640s starttransfer:0.039271s total:0.039440
 connect:0.035296s pretransfer:0.035467s starttransfer:0.043742s total:0.043878
 connect:0.035126s pretransfer:0.035265s starttransfer:0.043401s total:0.043542
 connect:0.035940s pretransfer:0.036120s starttransfer:0.042242s total:0.042384
 connect:0.025596s pretransfer:0.025750s starttransfer:0.033190s total:0.033338
 connect:0.036580s pretransfer:0.036873s starttransfer:0.041775s total:0.041937
 connect:0.035295s pretransfer:0.035448s starttransfer:0.039313s total:0.039446
 connect:0.021184s pretransfer:0.021311s starttransfer:0.025176s total:0.025301
 connect:0.030093s pretransfer:0.030225s starttransfer:0.039270s total:0.039388
 connect:0.024178s pretransfer:0.024396s starttransfer:0.029619s total:0.029761
 connect:0.032312s pretransfer:0.032581s starttransfer:0.038089s total:0.038217
 connect:0.022676s pretransfer:0.022838s starttransfer:0.027291s total:0.027446
 connect:0.028874s pretransfer:0.029074s starttransfer:0.035808s total:0.036142
 connect:0.028187s pretransfer:0.028327s starttransfer:0.035467s total:0.035608
 connect:0.035106s pretransfer:0.035229s starttransfer:0.039374s total:0.039520
 connect:0.025411s pretransfer:0.025524s starttransfer:0.031443s total:0.031592
 connect:0.023814s pretransfer:0.023934s starttransfer:0.028268s total:0.028500
 connect:0.035275s pretransfer:0.035507s starttransfer:0.042655s total:0.042848
 connect:0.027253s pretransfer:0.027432s starttransfer:0.033187s total:0.033317
 connect:0.021731s pretransfer:0.021905s starttransfer:0.028250s total:0.028408
 connect:0.048740s pretransfer:0.048923s starttransfer:0.053409s total:0.053571
 connect:0.018459s pretransfer:0.018591s starttransfer:0.027214s total:0.027371
 connect:0.021271s pretransfer:0.021464s starttransfer:0.028872s total:0.028995
 connect:0.037630s pretransfer:0.037757s starttransfer:0.047354s total:0.047551
 connect:0.043878s pretransfer:0.044050s starttransfer:0.049325s total:0.049462
 connect:0.030794s pretransfer:0.030971s starttransfer:0.037978s total:0.038145
 connect:0.035182s pretransfer:0.035362s starttransfer:0.044403s total:0.044602
 connect:0.035011s pretransfer:0.035157s starttransfer:0.043374s total:0.043538
 connect:0.041351s pretransfer:0.041527s starttransfer:0.052408s total:0.052567
 connect:0.027439s pretransfer:0.027650s starttransfer:0.036216s total:0.036345
 connect:0.036847s pretransfer:0.037017s starttransfer:0.043526s total:0.043668
 connect:0.034989s pretransfer:0.035140s starttransfer:0.041027s total:0.041793
 connect:0.037534s pretransfer:0.037695s starttransfer:0.048987s total:0.049235
 connect:0.045935s pretransfer:0.046064s starttransfer:0.054439s total:0.054575
 connect:0.028300s pretransfer:0.028484s starttransfer:0.035359s total:0.035515
 connect:0.029984s pretransfer:0.030173s starttransfer:0.036150s total:0.036297
 connect:0.031203s pretransfer:0.031390s starttransfer:0.041439s total:0.041589
 connect:0.032392s pretransfer:0.032537s starttransfer:0.037755s total:0.037911
 connect:0.037179s pretransfer:0.037446s starttransfer:0.047847s total:0.048033
 connect:0.031024s pretransfer:0.031271s starttransfer:0.038640s total:0.038775
 connect:0.039668s pretransfer:0.039820s starttransfer:0.045949s total:0.046094
 connect:0.034213s pretransfer:0.034358s starttransfer:0.038741s total:0.038872
 connect:0.032914s pretransfer:0.033089s starttransfer:0.041751s total:0.041882
 connect:0.031788s pretransfer:0.031915s starttransfer:0.037122s total:0.037261
 connect:0.042363s pretransfer:0.042510s starttransfer:0.050674s total:0.050803
 connect:0.032500s pretransfer:0.032678s starttransfer:0.036921s total:0.037104
 connect:0.027178s pretransfer:0.027286s starttransfer:0.033068s total:0.033263
 connect:0.021149s pretransfer:0.021399s starttransfer:0.025772s total:0.025901
 connect:0.027831s pretransfer:0.027973s starttransfer:0.032937s total:0.033086
 connect:0.035105s pretransfer:0.035239s starttransfer:0.039086s total:0.039196
 connect:0.032932s pretransfer:0.033073s starttransfer:0.038699s total:0.038824
 connect:0.026739s pretransfer:0.026894s starttransfer:0.030531s total:0.030658
 connect:0.023346s pretransfer:0.023544s starttransfer:0.029538s total:0.029695
 connect:0.022622s pretransfer:0.022803s starttransfer:0.034035s total:0.034182
 connect:0.033433s pretransfer:0.033553s starttransfer:0.039566s total:0.039715
 connect:0.026058s pretransfer:0.026232s starttransfer:0.030468s total:0.030609
