 connect:0.129181s pretransfer:0.129270s starttransfer:0.194627s total:0.194673
 connect:0.026531s pretransfer:0.026699s starttransfer:0.034395s total:0.034451
 connect:0.046717s pretransfer:0.046892s starttransfer:0.057306s total:0.057373
 connect:0.023796s pretransfer:0.024000s starttransfer:0.032621s total:0.032680
 connect:0.024592s pretransfer:0.024669s starttransfer:0.031903s total:0.031956
 connect:0.026208s pretransfer:0.026330s starttransfer:0.033625s total:0.033678
 connect:0.026425s pretransfer:0.026552s starttransfer:0.034045s total:0.034098
 connect:0.035355s pretransfer:0.035478s starttransfer:0.041787s total:0.041849
 connect:0.041904s pretransfer:0.042035s starttransfer:0.048102s total:0.048163
 connect:0.019154s pretransfer:0.019273s starttransfer:0.026034s total:0.026089
 connect:0.025234s pretransfer:0.025339s starttransfer:0.032818s total:0.032876
 connect:0.026305s pretransfer:0.026406s starttransfer:0.032134s total:0.032187
 connect:0.022919s pretransfer:0.023037s starttransfer:0.031224s total:0.031274
 connect:0.022743s pretransfer:0.022834s starttransfer:0.029453s total:0.029500
 connect:0.022316s pretransfer:0.022442s starttransfer:0.028432s total:0.028497
 connect:0.023191s pretransfer:0.023291s starttransfer:0.029016s total:0.029083
 connect:0.038225s pretransfer:0.038353s starttransfer:0.045732s total:0.045789
 connect:0.036821s pretransfer:0.036926s starttransfer:0.043692s total:0.043768
 connect:0.030467s pretransfer:0.030621s starttransfer:0.036447s total:0.036516
 connect:0.026338s pretransfer:0.026474s starttransfer:0.033125s total:0.033186
 connect:0.026366s pretransfer:0.026477s starttransfer:0.033947s total:0.034009
 connect:0.029135s pretransfer:0.029244s starttransfer:0.038749s total:0.038804
 connect:0.030380s pretransfer:0.030482s starttransfer:0.039359s total:0.039414
 connect:0.021029s pretransfer:0.021154s starttransfer:0.029382s total:0.029436
 connect:0.025571s pretransfer:0.025719s starttransfer:0.033724s total:0.033784
 connect:0.022944s pretransfer:0.023104s starttransfer:0.035350s total:0.035424
 connect:0.052875s pretransfer:0.053114s starttransfer:0.070345s total:0.070419
 connect:0.033275s pretransfer:0.033406s starttransfer:0.046783s total:0.046857
 connect:0.032709s pretransfer:0.032861s starttransfer:0.043191s total:0.043253
 connect:0.025843s pretransfer:0.025969s starttransfer:0.034618s total:0.034678
 connect:0.025120s pretransfer:0.025230s starttransfer:0.033018s total:0.033076
 connect:0.027996s pretransfer:0.028170s starttransfer:0.036508s total:0.036576
 connect:0.034759s pretransfer:0.034885s starttransfer:0.044101s total:0.044159
 connect:0.036630s pretransfer:0.036772s starttransfer:0.044297s total:0.044373
 connect:0.047848s pretransfer:0.047999s starttransfer:0.061865s total:0.061936
 connect:0.022302s pretransfer:0.022445s starttransfer:0.033077s total:0.033135
 connect:0.027421s pretransfer:0.027565s starttransfer:0.035281s total:0.035350
 connect:0.035367s pretransfer:0.035489s starttransfer:0.043069s total:0.043124
 connect:0.034626s pretransfer:0.034759s starttransfer:0.046091s total:0.046145
 connect:0.045803s pretransfer:0.045940s starttransfer:0.052433s total:0.052522
 connect:0.030529s pretransfer:0.030671s starttransfer:0.040665s total:0.040734
 connect:0.038802s pretransfer:0.038980s starttransfer:0.049746s total:0.049816
 connect:0.037130s pretransfer:0.037237s starttransfer:0.044900s total:0.044971
 connect:0.028498s pretransfer:0.028634s starttransfer:0.038176s total:0.038233
 connect:0.025822s pretransfer:0.025979s starttransfer:0.034927s total:0.034988
 connect:0.027801s pretransfer:0.027912s starttransfer:0.035263s total:0.035318
 connect:0.026902s pretransfer:0.027034s starttransfer:0.035736s total:0.035796
 connect:0.017825s pretransfer:0.017933s starttransfer:0.026468s total:0.026521
 connect:0.024799s pretransfer:0.024928s starttransfer:0.031075s total:0.031138
 connect:0.027192s pretransfer:0.027320s starttransfer:0.036207s total:0.036263
 connect:0.025436s pretransfer:0.025582s starttransfer:0.031890s total:0.031946
 connect:0.031601s pretransfer:0.031733s starttransfer:0.039372s total:0.039427
 connect:0.024435s pretransfer:0.024558s starttransfer:0.032174s total:0.032232
 connect:0.025564s pretransfer:0.025673s starttransfer:0.031860s total:0.031924
 connect:0.022444s pretransfer:0.022564s starttransfer:0.029302s total:0.029355
 connect:0.022087s pretransfer:0.022202s starttransfer:0.029360s total:0.029419
 connect:0.027356s pretransfer:0.027460s starttransfer:0.033178s total:0.033230
 connect:0.036153s pretransfer:0.036288s starttransfer:0.042227s total:0.042279
 connect:0.026158s pretransfer:0.026263s starttransfer:0.033373s total:0.033429
 connect:0.033057s pretransfer:0.033164s starttransfer:0.039426s total:0.039488
 connect:0.024612s pretransfer:0.024745s starttransfer:0.031444s total:0.031504
 connect:0.032729s pretransfer:0.032839s starttransfer:0.039255s total:0.039314
 connect:0.026449s pretransfer:0.026580s starttransfer:0.035177s total:0.035233
 connect:0.036403s pretransfer:0.036549s starttransfer:0.047754s total:0.047806
 connect:0.030152s pretransfer:0.030233s starttransfer:0.037217s total:0.037267
 connect:0.018830s pretransfer:0.018951s starttransfer:0.025936s total:0.025986
 connect:0.033208s pretransfer:0.033347s starttransfer:0.044798s total:0.044857
 connect:0.045184s pretransfer:0.045322s starttransfer:0.071048s total:0.071119
 connect:0.051746s pretransfer:0.051885s starttransfer:0.059713s total:0.059771
 connect:0.027849s pretransfer:0.027982s starttransfer:0.039505s total:0.039561
 connect:0.030447s pretransfer:0.030597s starttransfer:0.038692s total:0.038759
 connect:0.021993s pretransfer:0.022135s starttransfer:0.029963s total:0.030021
 connect:0.044458s pretransfer:0.044577s starttransfer:0.053352s total:0.053439
 connect:0.026530s pretransfer:0.026661s starttransfer:0.034964s total:0.035037
 connect:0.021834s pretransfer:0.021976s starttransfer:0.030366s total:0.030422
 connect:0.037971s pretransfer:0.038122s starttransfer:0.049370s total:0.049433
 connect:0.032011s pretransfer:0.032175s starttransfer:0.039487s total:0.039553
 connect:0.029829s pretransfer:0.030003s starttransfer:0.039645s total:0.039728
 connect:0.028714s pretransfer:0.028834s starttransfer:0.040506s total:0.040568
 connect:0.029314s pretransfer:0.029450s starttransfer:0.038762s total:0.038826
 connect:0.029750s pretransfer:0.029887s starttransfer:0.037945s total:0.038026
 connect:0.038050s pretransfer:0.038172s starttransfer:0.044604s total:0.044675
 connect:0.042280s pretransfer:0.042387s starttransfer:0.050313s total:0.050367
 connect:0.043865s pretransfer:0.044075s starttransfer:0.055487s total:0.055549
 connect:0.036570s pretransfer:0.036710s starttransfer:0.044475s total:0.044538
 connect:0.036611s pretransfer:0.036776s starttransfer:0.045410s total:0.045473
 connect:0.038756s pretransfer:0.038914s starttransfer:0.050131s total:0.050193
 connect:0.023306s pretransfer:0.023452s starttransfer:0.031962s total:0.032027
 connect:0.034083s pretransfer:0.034236s starttransfer:0.044038s total:0.044090
 connect:0.026640s pretransfer:0.026733s starttransfer:0.033751s total:0.033800
 connect:0.026394s pretransfer:0.026527s starttransfer:0.032453s total:0.032504
 connect:0.031036s pretransfer:0.031162s starttransfer:0.037404s total:0.037461
 connect:0.035053s pretransfer:0.035196s starttransfer:0.042581s total:0.042651
 connect:0.023764s pretransfer:0.023890s starttransfer:0.031359s total:0.031413
 connect:0.026609s pretransfer:0.026713s starttransfer:0.034292s total:0.034348
 connect:0.046397s pretransfer:0.046496s starttransfer:0.052632s total:0.052695
 connect:0.021185s pretransfer:0.021281s starttransfer:0.027553s total:0.027602
 connect:0.027509s pretransfer:0.027583s starttransfer:0.034105s total:0.034158
 connect:0.032555s pretransfer:0.032669s starttransfer:0.038736s total:0.038789
 connect:0.026189s pretransfer:0.026319s starttransfer:0.035351s total:0.035405
 connect:0.026579s pretransfer:0.026707s starttransfer:0.033110s total:0.033163
 connect:0.027217s pretransfer:0.027349s starttransfer:0.033736s total:0.033797
 connect:0.024141s pretransfer:0.024250s starttransfer:0.030556s total:0.030624
 connect:0.034501s pretransfer:0.034629s starttransfer:0.040873s total:0.040933
 connect:0.033358s pretransfer:0.033485s starttransfer:0.039817s total:0.039875
 connect:0.019263s pretransfer:0.019363s starttransfer:0.027571s total:0.027628
 connect:0.134909s pretransfer:0.135015s starttransfer:0.141955s total:0.142013
 connect:0.024170s pretransfer:0.024266s starttransfer:0.031970s total:0.032020
 connect:0.034133s pretransfer:0.034290s starttransfer:0.042698s total:0.042818
 connect:0.028974s pretransfer:0.029106s starttransfer:0.037914s total:0.037973
 connect:0.033117s pretransfer:0.033271s starttransfer:0.048326s total:0.048396
 connect:0.031101s pretransfer:0.031234s starttransfer:0.040683s total:0.040741
 connect:0.031363s pretransfer:0.031518s starttransfer:0.041909s total:0.041979
 connect:0.032380s pretransfer:0.032537s starttransfer:0.043444s total:0.043500
 connect:0.024885s pretransfer:0.024987s starttransfer:0.036029s total:0.036085
 connect:0.028892s pretransfer:0.029045s starttransfer:0.036227s total:0.036283
 connect:0.044408s pretransfer:0.044549s starttransfer:0.054336s total:0.054412
 connect:0.028069s pretransfer:0.028205s starttransfer:0.041349s total:0.041423
 connect:0.036220s pretransfer:0.036392s starttransfer:0.044525s total:0.044601
 connect:0.036183s pretransfer:0.036468s starttransfer:0.047551s total:0.047624
 connect:0.037379s pretransfer:0.037545s starttransfer:0.045204s total:0.045276
 connect:0.033438s pretransfer:0.033581s starttransfer:0.044143s total:0.044202
 connect:0.036102s pretransfer:0.036242s starttransfer:0.044892s total:0.044953
 connect:0.020632s pretransfer:0.020764s starttransfer:0.031913s total:0.031969
 connect:0.092933s pretransfer:0.093048s starttransfer:0.101984s total:0.102064
 connect:0.026924s pretransfer:0.027046s starttransfer:0.035020s total:0.035078
 connect:0.022759s pretransfer:0.022872s starttransfer:0.029312s total:0.029371
 connect:0.028468s pretransfer:0.028628s starttransfer:0.037266s total:0.037338
 connect:0.033140s pretransfer:0.033282s starttransfer:0.042587s total:0.042653
 connect:0.027515s pretransfer:0.027610s starttransfer:0.035598s total:0.035650
 connect:0.027211s pretransfer:0.027310s starttransfer:0.034002s total:0.034075
 connect:0.024126s pretransfer:0.024245s starttransfer:0.029887s total:0.029949
 connect:0.020511s pretransfer:0.020621s starttransfer:0.026486s total:0.026550
 connect:0.021382s pretransfer:0.021501s starttransfer:0.027253s total:0.027306
 connect:0.028626s pretransfer:0.028758s starttransfer:0.035541s total:0.035604
 connect:0.026331s pretransfer:0.026438s starttransfer:0.032832s total:0.032888
 connect:0.024125s pretransfer:0.024284s starttransfer:0.031563s total:0.031620
 connect:0.032854s pretransfer:0.032984s starttransfer:0.042007s total:0.042072
 connect:0.024913s pretransfer:0.025038s starttransfer:0.032520s total:0.032586
 connect:0.021228s pretransfer:0.021321s starttransfer:0.028127s total:0.028197
 connect:0.022541s pretransfer:0.022629s starttransfer:0.028603s total:0.028663
 connect:0.029064s pretransfer:0.029161s starttransfer:0.035502s total:0.035566
 connect:0.026847s pretransfer:0.026950s starttransfer:0.033149s total:0.033212
 connect:0.027634s pretransfer:0.027763s starttransfer:0.033870s total:0.033929
 connect:0.025418s pretransfer:0.025554s starttransfer:0.032685s total:0.032743
 connect:0.027100s pretransfer:0.027259s starttransfer:0.033420s total:0.033482
 connect:0.026592s pretransfer:0.026720s starttransfer:0.032421s total:0.032479
 connect:0.023872s pretransfer:0.023974s starttransfer:0.029400s total:0.029451
 connect:0.019727s pretransfer:0.019842s starttransfer:0.026270s total:0.026324
 connect:0.024614s pretransfer:0.024733s starttransfer:0.030979s total:0.031031
 connect:0.021343s pretransfer:0.021478s starttransfer:0.031109s total:0.031172
 connect:0.145524s pretransfer:0.145661s starttransfer:0.153651s total:0.153708
 connect:0.024944s pretransfer:0.025064s starttransfer:0.033887s total:0.033950
 connect:0.041956s pretransfer:0.042102s starttransfer:0.054225s total:0.054281
 connect:0.026958s pretransfer:0.027093s starttransfer:0.039247s total:0.039307
 connect:0.029854s pretransfer:0.030013s starttransfer:0.040147s total:0.040210
 connect:0.025523s pretransfer:0.025661s starttransfer:0.033493s total:0.033549
 connect:0.022687s pretransfer:0.022826s starttransfer:0.031548s total:0.031607
 connect:0.030268s pretransfer:0.030428s starttransfer:0.040463s total:0.040537
 connect:0.044768s pretransfer:0.044878s starttransfer:0.051715s total:0.051775
 connect:0.029768s pretransfer:0.029888s starttransfer:0.042986s total:0.043050
 connect:0.038788s pretransfer:0.038933s starttransfer:0.046129s total:0.046198
 connect:0.027247s pretransfer:0.027390s starttransfer:0.035107s total:0.035176
 connect:0.030783s pretransfer:0.030932s starttransfer:0.040098s total:0.040160
 connect:0.024306s pretransfer:0.024450s starttransfer:0.032910s total:0.032992
 connect:0.022632s pretransfer:0.022774s starttransfer:0.030315s total:0.030423
 connect:0.035948s pretransfer:0.036078s starttransfer:0.047101s total:0.047162
 connect:0.034893s pretransfer:0.035026s starttransfer:0.043180s total:0.043248
 connect:0.034261s pretransfer:0.034509s starttransfer:0.045240s total:0.045299
 connect:0.043098s pretransfer:0.043244s starttransfer:0.053615s total:0.053702
 connect:0.034039s pretransfer:0.034176s starttransfer:0.042471s total:0.042538
 connect:0.028268s pretransfer:0.028435s starttransfer:0.036683s total:0.036740
 connect:0.032098s pretransfer:0.032235s starttransfer:0.039914s total:0.039984
 connect:0.025968s pretransfer:0.026122s starttransfer:0.034737s total:0.034808
 connect:0.026362s pretransfer:0.026492s starttransfer:0.032460s total:0.032523
 connect:0.029745s pretransfer:0.029893s starttransfer:0.038045s total:0.038099
 connect:0.026367s pretransfer:0.026503s starttransfer:0.032890s total:0.032952
 connect:0.028450s pretransfer:0.028566s starttransfer:0.034678s total:0.034747
 connect:0.029367s pretransfer:0.029470s starttransfer:0.037168s total:0.037224
 connect:0.026247s pretransfer:0.026341s starttransfer:0.036581s total:0.036649
 connect:0.026894s pretransfer:0.027026s starttransfer:0.094306s total:0.094359
 connect:0.031763s pretransfer:0.031867s starttransfer:0.038448s total:0.038502
 connect:0.025060s pretransfer:0.025217s starttransfer:0.032998s total:0.033059
 connect:0.018812s pretransfer:0.018936s starttransfer:0.024820s total:0.024877
 connect:0.023494s pretransfer:0.023615s starttransfer:0.029663s total:0.029713
 connect:0.034560s pretransfer:0.034706s starttransfer:0.040600s total:0.040651
 connect:0.026719s pretransfer:0.026853s starttransfer:0.033047s total:0.033115
 connect:0.022925s pretransfer:0.023057s starttransfer:0.030986s total:0.031037
 connect:0.028543s pretransfer:0.028647s starttransfer:0.035531s total:0.035588
 connect:0.018885s pretransfer:0.019032s starttransfer:0.027527s total:0.027603
 connect:0.026635s pretransfer:0.026750s starttransfer:0.038020s total:0.038075
 connect:0.035967s pretransfer:0.036158s starttransfer:0.044767s total:0.044824
 connect:0.018172s pretransfer:0.018305s starttransfer:0.026757s total:0.026823
 connect:0.028316s pretransfer:0.028469s starttransfer:0.038746s total:0.038820
 connect:0.036187s pretransfer:0.036361s starttransfer:0.047996s total:0.048061
 connect:0.029391s pretransfer:0.029509s starttransfer:0.043192s total:0.043261
 connect:0.025012s pretransfer:0.025186s starttransfer:0.035030s total:0.035088
